,Name,International reputation,Number of playstyles,Wage_thous(€),Avg_Rating,Value_mill(€),Team,Body type_Unique,PlayStyles +_Unique playstyles+,ContLength
1436,G. Konstantelias,1,1,0.85,78.0,6.5,2.965625,0,0,9
177,J. Doku,3,5,95.0,83.0,39.5,42.38637931034482,0,0,6
50,S. Larsson,1,3,20.0,74.0,4.1,2.62,0,0,3
1972,Moha Ramos,1,0,2.0,69.0,1.4,2.0,0,0,2
958,A. Ahmedhodžić,1,2,24.0,77.0,6.0,3.230882352941176,0,0,5
64,M. van de Ven,1,2,69.0,83.0,31.0,25.79090909090909,0,0,7
2357,Lázaro,1,1,16.0,78.0,9.5,6.7375,0,0,7
2523,J. Alarcón,1,0,0.5,73.5,3.0,2.9,0,0,5
3140,Embarba,2,5,24.0,75.0,4.7,6.7375,0,0,5
4923,J. Julio,1,2,0.8,72.5,2.8,2.2600000000000002,0,0,9
4607,21 T. Centinaro,1,0,0.5,59.0,0.12,0.7600000000000001,0,0,2
3314,Han Kyo Won,1,1,3.0,63.0,0.3,0.8911111111111111,0,0,14
2574,22 Bruno Fuchs,1,2,20.0,75.0,3.9,2.15,0,0,6
1573,O. Pineda,1,4,1.0,76.0,8.0,6.325,0,0,5
1191,Javi López,1,0,9.0,75.0,3.4,3.7083333333333335,0,0,7
4345,M. Oakley,1,0,2.0,62.0,0.35,1.9719230769230771,0,0,4
3357,15 I. McLoughlin,1,0,2.0,59.5,0.1,0.45249999999999996,0,0,5
399,A. Colpani,1,1,48.0,80.5,21.5,7.2846153846153845,0,0,7
2636,J. Perez,1,0,1.0,63.5,0.35,4.166666666666667,0,0,5
3490,A. Luna,1,0,3.0,72.5,2.6,2.6,0,0,1
4606,L. Rose,1,2,0.9,63.0,0.475,1.0375,0,0,6
4042,A. Amenda,1,3,5.0,74.5,2.8,2.7222222222222223,0,0,4
2385,T. Adeyemo,1,0,2.0,64.5,0.325,1.6838888888888888,0,0,6
2664,Riccieli,1,1,6.0,75.5,4.4,4.214285714285714,0,0,9
2281,K. Arroyo,1,0,0.5,71.5,0.775,2.6314285714285717,0,0,5
4229,J. Tabiner,1,1,1.0,66.0,0.575,0.6083333333333333,0,0,6
2841,F. Álvarez,1,2,8.0,75.0,3.4,3.3666666666666667,0,0,4
1812,A. Müller,1,3,9.0,71.0,1.9,1.8275,0,0,4
4936,T. Valencia,1,0,0.5,65.0,0.5,0.7999999999999999,0,0,1
3051,C. Baker-Richardson,1,2,3.0,63.0,0.525,0.6083333333333333,0,0,3
386,I. Sangaré,3,2,65.0,81.0,24.0,10.733333333333333,0,0,6
4517,A. Quirós,1,1,3.0,72.5,2.0,1.1083333333333334,0,0,5
409,B. Doak,1,0,4.0,74.5,1.8,21.95926829268293,0,0,5
1451,D. Cornelius,1,2,5.0,72.0,2.1,1.8638888888888887,0,0,4
191,Sergio Gómez,1,3,64.0,78.5,9.0,42.38637931034482,0,0,5
4426,A. Ba,1,2,7.0,72.0,2.2,3.171111111111111,0,0,6
3795,R. Ghrieb,1,1,2.0,66.5,0.975,0.7611111111111111,0,0,4
361,M. Prati,1,2,10.0,79.0,7.0,3.9475000000000002,0,0,6
200,M. Simakan,2,2,46.0,82.5,29.0,28.642857142857142,0,0,7
3921,N. Paz,1,1,5.0,73.5,2.9,2.26875,0,0,5
4974,T. Rushesha,1,0,0.8,62.0,0.35,1.0074999999999998,0,0,2
3815,E. Vera,1,3,0.65,74.5,3.8,2.03125,0,0,4
4475,B. Dieng,1,3,16.0,75.0,3.7,4.033333333333333,0,0,3
2250,L. Sauer,1,1,1.0,74.5,2.1,11.984210526315788,0,0,6
3628,T. Kloss,1,0,0.55,63.0,0.325,0.705,0,0,3
2992,İ. Eğribayat,1,2,12.0,72.0,1.7,10.398863636363636,0,0,6
426,F. Mendy,1,3,160.0,82.0,27.5,37.88035714285714,1,0,7
2586,G. Koutsias,1,1,1.0,72.0,1.5,2.96,0,0,4
3338,C. McManaman,1,2,2.0,61.0,0.25,0.9500000000000001,0,0,2
4802,21 Choi Hee Won,1,0,1.0,57.0,0.17,0.8911111111111111,0,0,3
4286,A. Pond,1,0,4.0,64.0,0.35,8.334999999999999,0,0,6
2719,Ș. Târnovanu,1,1,6.0,74.0,3.1,2.3291666666666666,0,0,9
2455,D. Duffy,1,2,2.0,62.0,0.35,1.05,0,0,4
1287,Otávio,2,7,59.0,82.0,30.5,21.107499999999998,0,1,4
2869,E. Pinnock,1,4,56.0,79.0,14.5,8.309999999999999,0,0,9
1574,O. Aina,1,1,41.0,73.0,3.0,10.733333333333333,0,0,2
2943,M. Friedl,1,5,19.0,76.0,5.5,4.552272727272728,0,0,8
1373,A. Ramsey,1,1,18.0,76.0,3.8,4.2375,0,0,6
959,S. Alzate,1,1,47.0,75.0,4.3,7.848958333333333,0,0,8
71,Y. Fofana,2,2,46.0,82.0,27.5,13.135,0,0,6
2760,Óscar Valentín,1,1,19.0,76.0,6.5,8.58392857142857,0,0,9
1334,J. Zivkovic,1,0,0.8,70.5,0.825,1.9159090909090908,0,0,4
169,F. Valverde,3,7,270.0,89.5,124.0,37.88035714285714,1,1,14
2895,A. Fontana,1,0,2.0,66.0,0.75,0.4,0,0,3
951,Álvaro,1,0,11.0,72.5,1.5,37.88035714285714,0,0,7
1342,D. Tıknaz,1,0,1.0,67.5,0.725,3.7982142857142853,0,0,5
1895,J. Scally,1,0,16.0,77.0,6.0,7.861666666666666,0,0,7
97,G. Ilenikhena,1,0,3.0,78.0,4.0,3.627083333333333,0,0,5
2047,B. Sheaf,1,1,35.0,77.5,7.5,4.1375,0,0,6
2857,J. Marković,1,0,5.0,70.5,2.1,1.31875,0,0,8
1183,Daniel Bragança,1,4,12.0,79.5,15.0,18.677272727272726,0,0,10
3089,Anuar,1,3,6.0,69.0,1.4,4.813888888888889,0,0,9
4478,Jeon Byung Kwan,1,0,1.0,67.0,0.6,0.8911111111111111,0,0,4
1577,G. Kerk,1,3,18.0,71.0,2.0,3.627083333333333,0,0,3
2915,E. Cabaco,1,1,6.0,71.5,1.8,2.1305555555555555,0,0,2
2815,O. Bailey,1,2,4.0,66.0,0.85,0.6083333333333333,0,0,3
2284,T. Porra,1,0,2.0,70.5,1.5,3.2399999999999998,0,0,1
1093,C. Baleba,1,0,18.0,76.0,3.6,7.848958333333333,0,0,6
3836,R. Machado,1,0,0.5,68.5,0.925,21.95926829268293,0,0,5
316,C. Immobile,4,1,84.0,84.0,27.0,15.7,1,0,11
2447,Min Gyeong Hyeon,1,1,1.0,68.0,1.0,1.1416666666666666,0,0,5
132,T. Koopmeiners,2,5,62.0,83.0,38.0,16.893055555555556,0,0,5
1770,C. Lang,1,0,6.0,70.5,2.1,1.9159090909090908,0,0,4
1494,A. Tuanzebe,1,1,15.0,75.0,3.8,3.05,0,0,2
4059,S. Magnússon,1,0,3.0,69.5,1.6,1.4,0,0,5
1667,E. Diop,1,0,5.0,74.0,2.2,13.135,0,0,7
299,J. Oosterwolde,1,0,18.0,76.5,5.0,10.398863636363636,0,0,5
616,J. Lingard,2,2,8.0,73.0,2.9,1.8666666666666665,0,0,2
3166,M. Palmer,1,2,6.0,65.0,0.725,0.9624999999999999,0,0,5
3840,A. Sadiku,1,0,1.0,65.5,0.725,1.05,0,0,5
1059,Jesús Navas,3,4,22.0,80.0,4.7,10.485,0,0,8
3530,A. Quiroga,1,0,2.0,65.5,0.75,1.0333333333333334,0,0,4
2566,P. Lervik,1,3,0.5,67.0,0.4,0.902142857142857,0,0,4
4584,23 F. de Jong,1,1,1.0,70.0,1.1,5.2823529411764705,0,0,6
3447,22 J. Ortiz,1,0,2.0,62.0,0.13,0.13,0,0,1
3972,I. Nazih,1,0,0.5,66.0,0.525,1.22,0,0,4
703,D. Martínez,1,1,0.5,73.0,1.8,5.517857142857143,0,0,4
1128,Hugo Bueno,1,0,30.0,77.0,6.5,8.334999999999999,0,0,8
3500,B. Touré,1,0,0.5,67.0,0.5,1.225,0,0,5
2590,J. Herrmann,1,0,1.0,66.5,0.975,0.835,0,0,2
2842,G. Bello,1,2,6.0,71.0,2.3,2.4,0,0,4
414,K. Konaté,1,1,7.0,77.0,3.8,5.534722222222222,0,0,7
3609,İ. Topatar,1,0,2.0,60.5,0.325,0.5337500000000001,0,0,6
211,B. Yılmaz,1,4,29.0,77.0,6.5,9.030555555555557,0,0,7
2215,J. Steele,1,1,47.0,75.0,2.8,7.848958333333333,0,0,9
2782,S. Steijn,1,3,9.0,78.5,11.5,6.528125,0,0,4
3025,23 Matheus Pereira,1,4,32.0,75.5,5.5,23.802,0,0,6
2122,S. Ingason,1,0,23.0,74.0,3.5,2.290625,0,0,6
4542,22 Jang Dong Chan,1,0,0.75,56.0,0.17,1.5175,0,0,2
1646,Raúl De Tomás,2,4,24.0,77.0,11.0,8.58392857142857,0,0,6
940,J. Fazzini,1,0,3.0,74.0,2.4,3.634375,0,0,8
5028,L. Otto,1,0,0.5,63.0,0.4,0.6246153846153846,0,0,3
3934,M. Isah,1,0,0.8,64.0,0.375,0.2975,0,0,4
713,E. Martínez,3,5,105.0,86.0,45.0,15.68148148148148,0,0,8
1078,R. Barkley,2,2,49.0,77.0,10.5,3.1134615384615385,0,0,2
3888,F. Bernal,1,0,0.5,70.0,1.7,1.325,0,0,5
3482,16 A. Thompson,1,1,5.0,63.0,0.025,0.215,0,0,12
1955,F. Muslija,1,4,19.0,74.5,4.2,10.713333333333333,0,0,3
4098,23 M. Schmidt,1,0,0.5,62.5,0.475,0.475,0,0,4
779,S. Beukema,1,2,24.0,78.5,10.0,9.726470588235294,0,0,5
796,Z. Davitashvili,1,1,5.0,73.5,3.1,1.45625,0,0,5
4813,N. Smith,1,3,0.55,63.5,0.475,1.16875,0,0,3
4553,23 G. Asomani,1,0,1.0,57.0,0.17,2.1824999999999997,0,0,2
2399,Alex Forés,1,0,5.0,74.5,3.6,1.63125,0,0,4
4865,S. Cartagena,1,0,0.5,69.5,1.1,1.8666666666666665,0,0,4
936,L. Morgalla,1,2,1.0,73.0,1.9,5.534722222222222,0,0,6
351,Barrenetxea,1,2,23.0,79.0,12.5,13.283695652173913,0,0,13
2465,22 P. Doesburg,1,0,1.0,64.0,0.5,1.6833333333333336,0,0,3
1733,A. Engels,1,1,11.0,77.5,5.0,5.495588235294117,0,0,5
365,K. Yıldız,1,0,10.0,74.5,2.2,19.266666666666666,0,0,7
3741,23 Zhing Tanguan,1,0,1.0,46.0,0.035,0.035,0,0,5
3392,Fernando,2,2,25.0,82.0,8.5,10.485,0,0,6
5038,P. Vroegh,1,1,2.0,66.0,0.75,1.125,0,0,4
1015,J. Ledesma,2,2,32.0,82.0,20.5,4.890909090909091,0,0,7
1081,Sergi Darder,2,7,40.0,82.0,29.5,10.2875,0,0,6
4729,A. Azhil,1,1,1.0,69.5,1.6,0.9343750000000001,0,0,2
2537,J. Haliti,1,1,2.0,65.5,0.675,0.48,0,0,2
744,A. Ramsdale,2,3,88.0,83.0,29.0,26.811666666666667,0,0,6
686,João Mário,1,2,11.0,79.5,15.0,12.614285714285714,0,0,10
963,N. Maksimović,1,1,31.0,78.0,14.0,8.358333333333333,0,0,7
677,D. Bakwa,1,1,17.0,78.5,11.0,4.0435,0,0,5
4452,A. Fase,1,0,1.0,64.0,0.525,0.55,0,0,3
3750,N. Amasifuén,1,0,0.5,66.5,0.525,0.905,0,0,6
1719,Leonardo Lelo,1,0,6.0,76.0,4.8,2.0100000000000002,0,0,5
2920,H. Darling,1,1,13.0,73.0,2.3,2.2916666666666665,0,0,4
1235,S. Longstaff,1,1,83.0,78.5,14.0,16.398076923076925,0,0,11
4255,D. Vukojević,1,1,1.0,63.0,0.525,0.6,0,0,3
2404,L. Díaz,1,1,0.85,73.5,3.1,2.6314285714285717,0,0,3
2188,José Fonte,3,5,9.0,76.0,1.3,7.761538461538462,0,0,2
3503,H. Andersson Mella,1,0,0.5,66.5,0.35,0.915,0,0,3
4678,21 D. Jovançiç,1,0,7.0,69.0,1.2,1.6333333333333335,0,0,3
1236,S. McTominay,2,1,90.0,78.5,15.0,15.333870967741936,0,0,13
1037,S. Banza,1,4,22.0,80.5,25.0,7.761538461538462,0,0,6
3696,M. Hannemann,1,0,0.5,60.5,0.3,0.6246153846153846,0,0,3
2686,C. Noß,1,0,2.0,66.5,0.975,0.975,0,0,3
3472,J. Hernández,3,4,8.0,77.0,4.5,4.166666666666667,0,0,4
3617,M. Pissardo,1,0,0.6,59.5,0.21,1.0150000000000001,0,0,3
458,K. Walker,3,3,155.0,84.0,22.0,42.38637931034482,1,0,10
3460,F. Forster,2,0,28.0,74.0,0.475,25.79090909090909,0,0,4
955,T. Slotsager,1,1,0.5,74.5,2.0,1.157142857142857,0,0,4
924,A. Forson,1,4,8.0,75.5,3.5,5.534722222222222,0,0,7
3906,T. Maswanhise,1,1,7.0,69.5,1.2,4.782291666666667,0,0,4
4674,J. Tugbenyo,1,0,4.0,69.0,1.3,1.045,0,0,5
574,Iván Martín,1,1,29.0,81.5,28.5,17.965,0,0,4
3534,Alvin,1,0,0.95,65.0,0.425,2.565,0,0,4
719,J. Vardy,3,3,37.0,77.0,3.6,4.782291666666667,1,0,13
1195,L. Hernández,3,3,105.0,84.0,40.5,36.855357142857144,1,0,6
1074,Neto,2,0,37.0,78.0,4.6,8.123809523809523,0,0,5
2700,K. Urbański,1,0,2.0,69.5,0.925,9.726470588235294,0,0,4
2440,B. Baker-Boaitey,1,2,6.0,65.5,0.475,7.848958333333333,0,0,3
2242,G. Leoni,1,0,0.5,72.0,0.975,1.7194444444444446,0,0,3
2949,O. Evans,1,0,2.0,61.0,0.23,0.17250000000000001,0,0,3
3127,Danilo,2,2,18.0,73.0,2.2,2.9,0,0,8
1553,Morales,2,3,28.0,78.0,6.0,12.007352941176471,0,0,3
2575,A. Németh,1,0,6.0,72.0,1.7,2.03,0,0,4
3111,L. Janson,1,5,18.0,74.0,4.2,5.307142857142857,0,0,5
1032,S. Sensi,1,4,70.0,78.0,15.0,31.868055555555557,1,0,5
1856,22 R. Sánchez,1,2,39.0,76.5,7.5,3.75,0,0,6
4068,D. Douděra,1,2,1.0,75.0,5.5,5.066666666666666,0,0,7
547,T. Krauß,1,3,20.0,78.5,10.5,5.7942307692307695,0,0,5
793,Q. Hartman,1,3,12.0,80.0,16.0,11.984210526315788,0,0,7
1501,T. Asano,2,2,26.0,75.0,5.5,2.9,0,0,4
1572,Z. Çelik,2,0,47.0,76.0,7.5,14.482000000000001,0,0,5
3524,A. Gómez,3,2,46.0,81.0,10.5,7.2846153846153845,0,0,2
330,Galeno,1,6,15.0,78.5,17.0,12.614285714285714,0,0,5
5043,E. López,1,0,4.0,70.5,2.0,1.0,0,0,1
2640,E. Longelo,1,1,4.0,68.0,1.1,1.9719230769230771,0,0,4
1713,A. van Axel Dongen,1,2,2.0,73.5,1.8,7.7056818181818185,0,0,8
4486,M. Uzuni,1,3,24.0,77.0,11.0,4.322222222222222,0,0,4
2239,Kevin,1,1,0.5,75.0,3.4,4.39375,0,0,5
2779,23 B. Samudio,1,1,0.6,70.0,1.7,1.6833333333333333,0,0,4
710,Danilo,2,4,100.0,81.0,17.5,19.266666666666666,0,0,7
2351,B. Onyemaechi,1,3,8.0,72.5,2.4,2.167857142857143,0,0,4
1101,F. Rózga,1,0,0.5,70.5,0.7,1.0125,0,0,4
4908,J. Arias,1,0,0.5,62.5,0.45,0.6,0,0,1
4975,M. Cham,1,2,13.0,75.0,3.8,2.0678571428571426,0,0,5
356,L. Netz,1,1,17.0,77.5,8.0,7.861666666666666,1,0,6
3538,V. Guite,1,0,0.5,61.0,0.16,0.14500000000000002,0,0,4
493,Pau Torres,3,1,95.0,83.0,33.5,15.68148148148148,0,0,6
3075,Paolo Fernandes,1,3,0.75,72.0,2.4,6.325,0,0,6
69,V. Barco,1,3,13.0,78.0,5.0,7.848958333333333,0,0,5
1313,M. Leaburn,1,0,2.0,71.5,1.7,1.00625,0,0,4
4380,J. Salmon,1,0,0.7,64.5,0.6,0.6,0,0,7
3915,23 S. Chaine,1,0,0.5,68.0,0.925,1.2125,0,0,4
1618,D. Tadić,3,8,52.0,82.0,14.5,10.398863636363636,1,0,3
3152,M. O'Leary,1,0,12.0,71.0,1.5,1.3587500000000001,0,0,14
1535,B. Manu,1,4,15.0,70.5,1.9,1.8275,0,0,6
175,Sancet,1,3,34.0,84.5,46.0,17.104347826086954,0,0,16
981,R. Sottil,1,1,44.0,78.5,11.5,11.290277777777778,0,0,9
2293,M. Gurgul,1,0,0.5,68.0,0.575,0.9821428571428571,0,0,4
826,D. Loader,1,1,8.0,75.5,4.2,12.614285714285714,0,0,6
1254,B. Leno,3,2,76.0,82.0,16.0,6.167105263157895,0,0,4
3086,E. Bailly,2,2,28.0,76.0,6.5,12.007352941176471,0,0,2
2010,Santi Comesaña,1,2,28.0,75.5,6.5,12.007352941176471,0,0,5
2244,Park Seung Su,1,0,0.5,62.0,0.19,0.5842857142857143,0,0,4
3149,P. Billing,1,1,47.0,77.5,12.0,8.123809523809523,0,0,9
764,I. Rakitić,3,5,35.0,81.0,10.5,10.575000000000001,0,0,2
4847,O. Giménez,1,0,0.5,61.0,0.21,0.6283333333333333,0,0,7
1600,A. Ramsey,3,2,17.0,74.0,3.3,1.8833333333333335,0,0,3
2,Yang Min Hyeok,1,0,0.5,60.5,0.21,0.705,0,0,4
800,T. Bergvall,1,0,0.5,68.0,0.55,1.4750000000000003,0,0,4
786,M. Amoura,1,4,13.0,76.0,4.9,3.163888888888889,0,0,5
3030,K. Boto,1,0,2.0,66.0,0.825,0.7875000000000001,0,0,3
4966,23 D. Bremang,1,0,2.0,57.0,0.17,0.34,0,0,3
674,E. Le Fée,2,6,38.0,80.0,16.5,8.405555555555557,0,0,6
2866,K. Broll,1,0,2.0,66.5,0.725,1.0100000000000002,0,0,2
2518,O. Enersen,1,0,0.85,68.5,0.95,0.95,0,0,4
2545,L. Berdugo,1,0,1.0,70.5,1.6,1.9785714285714284,0,0,2
4868,22 M. Sündermann,1,0,3.0,59.5,0.24,1.8275,0,0,4
238,C. Medina,1,2,14.0,79.5,12.5,5.307142857142857,0,0,8
427,T. Alexander-Arnold,3,6,140.0,87.0,81.0,21.95926829268293,1,1,11
2793,H. Tombakti,1,4,23.0,75.5,4.2,23.802,0,0,5
204,Nuno Mendes,2,5,63.0,84.5,43.5,36.855357142857144,0,0,6
923,K. Gordon,1,0,7.0,71.5,1.0,21.95926829268293,0,0,4
240,C. Bradley,1,2,34.0,79.0,8.5,21.95926829268293,0,0,8
2498,O. Aydın,1,3,6.0,71.5,2.1,1.60625,0,0,6
1927,M. López,1,2,7.0,73.0,2.4,11.984210526315788,0,0,5
3553,Z. Nelson,1,0,3.0,65.5,0.425,3.1134615384615385,0,0,5
670,J. Burkardt,1,2,24.0,78.5,11.5,5.7942307692307695,0,0,10
4199,C. Pérez,1,0,2.0,72.5,2.6,1.8,0,0,3
4397,M. Łęgowski,1,0,8.0,74.0,2.8,4.640909090909091,0,0,4
694,N. Atubolu,1,1,11.0,77.0,6.0,10.713333333333333,0,0,7
1023,A. Maitland-Niles,2,1,27.0,76.0,6.5,7.2823529411764705,0,0,5
4230,Marco Suárez,1,2,0.8,71.0,1.2,1.7399999999999998,0,0,4
4145,C. Johnson,1,0,1.0,62.0,0.325,0.6083333333333333,0,0,4
1044,L. Sinisterra,1,7,44.0,80.0,20.0,8.123809523809523,0,0,5
366,L. Suárez,4,2,14.0,84.0,14.5,7.71875,1,0,1
4805,G. Pérez,1,0,6.0,72.5,2.6,2.345833333333333,0,0,5
1140,T. Hume,1,2,16.0,76.0,5.0,3.171111111111111,0,0,5
3970,J. Mendy,1,2,4.0,63.5,0.525,0.7150000000000001,0,0,4
259,Gavi,3,4,60.0,86.5,68.5,30.885714285714283,0,0,7
3147,J. Brownhill,1,2,42.0,75.0,6.0,4.2375,0,0,5
3429,Vesga,1,4,27.0,77.0,10.0,17.104347826086954,0,0,12
3887,A. Arce,1,0,0.85,71.0,1.9,2.2600000000000002,0,0,3
1214,Matheus Pereira,1,3,6.0,73.5,2.5,2.2800000000000002,0,0,4
163,O. Kökçü,2,6,18.0,84.0,44.0,16.650000000000002,0,0,6
4405,A. Minda,1,1,4.0,72.0,2.2,1.6500000000000001,0,0,6
1583,Yeray,2,2,34.0,81.5,24.5,17.104347826086954,0,0,13
264,M. Kovačić,3,6,150.0,82.0,29.5,42.38637931034482,0,1,5
385,Jota,2,7,32.0,77.5,10.0,11.777777777777779,0,0,4
1943,M. Roerslev,1,0,27.0,74.0,3.1,8.309999999999999,0,0,8
3639,B. Winter,1,0,2.0,64.5,0.5,1.7333333333333334,0,0,6
3559,A. Ayoubi,1,0,0.8,61.0,0.375,0.6679999999999999,0,0,1
5035,21 C. King-Harmes,1,0,0.85,63.0,0.25,0.21666666666666667,0,0,3
701,Fran Pérez,1,0,19.0,77.5,6.5,11.588235294117647,0,0,7
4533,B. Benamar,1,1,2.0,67.5,1.0,1.22,0,0,3
4963,22 M. Kikonda,1,0,2.0,67.5,0.95,0.7611111111111111,0,0,2
272,G. Kobel,3,4,64.0,88.5,81.5,21.90416666666667,0,0,8
4798,G. Campbell,1,0,2.0,69.5,1.5,1.4555555555555555,0,0,4
4822,O. Valenzuela,1,0,0.5,65.5,0.8,0.905,0,0,4
1395,S. Appelkamp,1,5,16.0,76.5,5.5,2.2583333333333333,0,0,8
277,M. Frey,1,3,12.0,70.0,1.6,1.8450000000000002,0,0,1
1151,M. Nzola,1,1,57.0,78.5,17.0,11.290277777777778,0,0,5
3239,23 L. Vietto,2,3,36.0,74.0,4.3,23.802,0,0,4
1886,Aguado,1,2,9.0,73.0,3.2,3.5200000000000005,0,0,3
1446,J. Vagnoman,2,3,18.0,77.0,7.5,9.601315789473684,0,0,5
4489,J. Brown,1,0,1.0,61.0,0.275,0.7666666666666666,0,0,3
3789,F. Pittarello,1,0,1.0,67.5,1.2,1.4749999999999999,0,0,3
4348,H. Valdimarsson,1,0,9.0,73.0,2.3,8.309999999999999,0,0,5
4362,Jorge Moreno,1,0,5.0,70.0,1.5,11.091666666666667,0,0,3
2143,C. Chambers,2,0,56.0,74.0,3.6,15.68148148148148,0,0,4
1094,J. Domina,1,1,1.0,75.0,2.8,2.26875,0,0,3
2655,J. Kuchta,1,0,1.0,75.5,6.5,6.744642857142857,0,0,4
2776,M. Bülter,1,3,31.0,75.0,5.5,7.265625,0,0,4
2933,L. Freestone,1,4,2.0,66.0,0.75,0.2975,0,0,6
964,A. Skov Olsen,1,4,22.0,80.5,21.0,7.3500000000000005,0,0,5
4169,N. Zielonka,1,2,0.5,59.0,0.18,0.49,0,0,4
179,M. van Ewijk,1,4,31.0,78.5,11.0,4.1375,0,0,5
4334,22 Y. Hirano,1,0,3.0,66.5,0.85,0.85,0,0,3
2605,L. Schuler,1,1,4.0,68.5,1.3,1.365,0,0,4
3735,S. Charles,1,2,7.0,73.0,2.3,2.775,0,0,5
4721,M. Xantippe,1,0,2.0,71.0,1.8,1.8,0,0,4
1952,F. Onyeka,1,1,34.0,75.0,3.8,8.309999999999999,0,0,7
2157,D. Ward,1,0,22.0,72.0,1.6,4.782291666666667,0,0,8
105,F. Jörgensen,1,1,12.0,76.5,5.5,12.007352941176471,0,0,6
999,M. Fofana,1,1,9.0,78.0,4.4,7.2823529411764705,0,0,5
488,Abel Ruiz,1,0,14.0,79.0,12.0,7.761538461538462,0,0,6
1341,N. Krstović,1,0,15.0,77.5,8.5,4.803571428571429,0,0,5
3814,A. Zenteno,1,0,0.5,58.5,0.19,1.1179999999999999,0,0,6
2041,Álex Berenguer,1,3,33.0,80.0,22.5,17.104347826086954,0,0,5
2139,Ruiz de Galarreta,1,1,35.0,80.0,20.5,17.104347826086954,0,0,3
2377,L. Arce,1,0,7.0,72.5,2.3,2.0749999999999997,0,0,5
4352,Manu Morillo,1,2,3.0,70.5,1.0,12.610294117647058,0,0,4
2019,R. Burke,1,1,22.0,71.5,1.8,3.1134615384615385,0,0,6
2940,D. Mihailovic,1,4,7.0,75.5,6.0,1.4583333333333333,0,0,4
3875,G. Gheorghe,1,0,0.5,69.0,0.525,1.6416666666666666,0,0,2
1602,21 Hulk,4,6,20.0,80.0,13.0,5.64,0,0,7
1157,Igor,1,2,58.0,78.5,10.0,7.848958333333333,0,0,6
4447,O. Fuglsang,1,1,1.0,59.5,0.23,1.5325,0,0,6
1052,M. Yalcouyé,1,0,0.5,72.5,1.2,0.9541666666666666,0,0,3
1149,N. Raskin,1,7,40.0,78.0,9.0,4.0673076923076925,0,0,6
1762,R. Kluivert,1,1,3.0,69.5,1.2,1.8093750000000002,0,0,5
2799,J. Bursik,1,2,5.0,70.5,1.8,7.3500000000000005,0,0,5
3251,A. Januzaj,2,5,30.0,77.0,10.5,10.485,0,0,5
1994,M. Doucouré,1,1,4.0,64.0,0.5,7.861666666666666,0,0,9
2494,23 M. Diarra,1,2,1.0,69.5,1.1,1.25,0,0,5
1225,D. Henderson,2,4,35.0,80.0,16.5,11.011904761904763,0,0,6
68,A. Onana,1,2,26.0,80.0,15.5,7.470535714285715,0,0,6
2042,H. Diallo,2,2,37.0,76.0,7.5,10.575000000000001,0,0,4
1555,M. Vecino,2,2,45.0,77.0,8.5,15.7,0,0,4
2327,K. Breckin,1,0,9.0,69.0,0.85,42.38637931034482,0,0,6
4383,L. Bolay,1,0,0.7,64.0,0.475,0.835,0,0,2
1660,23 T. Walcott,3,2,31.0,71.0,1.2,2.775,0,0,3
4522,22 S. Dreyer,1,0,0.5,55.5,0.14,0.538,0,0,2
1548,J. Marriott,1,3,6.0,64.0,0.6,0.7150000000000001,0,0,2
4647,G. Caso,1,3,9.0,72.5,2.6,2.16,0,0,4
975,L. Ramazani,2,6,18.0,76.5,6.0,6.7375,0,0,6
76,Y. Adli,1,1,41.0,79.0,11.0,27.33409090909091,0,0,6
2585,C. Boukhalfa,1,0,5.0,68.5,1.3,1.7333333333333334,0,0,4
1560,D. Calvert-Lewin,2,3,44.0,77.5,12.5,7.470535714285715,1,0,10
2830,Chris Ramos,1,1,29.0,75.5,6.5,4.890909090909091,0,0,6
4133,S. Pizzignacco,1,0,0.65,71.5,1.7,1.325,0,0,4
2004,J. Schouten,1,2,20.0,80.0,19.5,12.396875,0,0,6
4731,M. Grüll,1,5,16.0,74.0,4.0,1.9159090909090908,0,0,4
1899,César Gelabert,1,0,15.0,76.0,5.0,4.773076923076923,0,0,5
2577,23 Yuri Matias,1,1,9.0,71.0,1.7,1.6375,0,0,4
2613,T. Beason,1,0,2.0,66.5,0.825,2.1824999999999997,0,0,5
1948,M. Ullmann,1,2,2.0,67.5,1.1,1.8714285714285714,0,0,3
1255,C. Tosun,2,3,24.0,74.0,3.4,3.7982142857142853,0,0,3
1728,M. Berisha,1,0,2.0,68.5,0.625,4.803571428571429,0,0,3
2490,R. Šimić,1,0,4.0,72.5,2.2,5.534722222222222,0,0,5
4022,E. Yeboah,1,2,4.0,70.5,1.9,2.215625,0,0,5
2057,R. Rebolledo,1,0,2.0,67.0,1.0,1.8,1,0,1
4787,22 T. Hallstensen,1,0,0.5,59.5,0.18,0.18,0,0,3
1911,V. Mykolenko,1,0,29.0,78.0,10.0,7.470535714285715,0,0,5
4034,E. Camara,1,0,2.0,70.5,1.1,4.6656249999999995,0,0,5
618,P. Zieliński,3,2,72.0,82.0,29.5,23.36923076923077,0,0,11
1310,E. Lamela,3,5,34.0,79.0,14.5,10.485,0,0,4
4200,D. Kanu,1,0,1.0,66.5,0.7,1.00625,0,0,7
2117,J. Bednarek,1,1,34.0,74.0,3.9,2.775,0,0,9
2077,R. Bazoer,2,3,10.0,75.5,6.0,5.2823529411764705,0,0,4
4792,N. Sosa Sánchez,1,1,0.5,67.0,1.1,0.9875,0,0,1
