,Name,International reputation,Number of playstyles,Wage_thous(€),Avg_Rating,Value_mill(€),Team,Body type_Unique,PlayStyles +_Unique playstyles+,ContLength
1210,Gelson Martins,3,2,40.0,74.0,4.2,13.135,0,0,6
1083,L. Karius,2,1,43.0,72.0,1.6,16.398076923076925,0,0,3
1017,Pablo Maffeo,1,1,28.0,80.5,21.5,10.2875,0,0,5
1403,D. Dike,1,2,18.0,72.5,2.4,1.926923076923077,0,0,5
1723,E. Tchato,1,0,9.0,75.0,3.3,4.533333333333333,0,0,4
3459,B. Hamer,1,1,8.0,69.0,0.15,1.6838888888888888,0,0,3
3842,D. Izekor,1,0,0.5,53.5,0.1,0.163,0,0,6
1244,A. Haidara,2,2,56.0,81.5,27.5,28.642857142857142,0,0,8
4178,22 C. Harfas,1,0,0.5,61.5,0.24,0.24,0,0,1
4943,D. Ayala,1,0,2.0,71.0,2.1,3.1125000000000003,0,0,4
145,E. Fernández,3,9,110.0,85.0,48.5,17.2421875,0,1,10
8,S. Dahl,1,0,3.0,75.0,3.2,1.4750000000000003,0,0,4
3754,A. Boşluk,1,0,5.0,63.5,0.325,4.4312499999999995,0,0,9
5018,23 M. Taabouni,1,1,3.0,72.0,2.1,11.984210526315788,0,0,3
540,B. Diakité,1,1,24.0,79.0,11.5,9.093333333333334,0,0,5
80,Neymar Jr,5,8,115.0,88.0,75.5,23.802,1,1,3
1978,P. Lienhart,2,1,31.0,79.5,18.0,10.713333333333333,0,0,9
2210,23 Luiz Gustavo,3,3,33.0,76.0,2.6,21.107499999999998,0,0,2
4275,Trilli,1,0,17.0,69.5,1.5,30.885714285714283,0,0,3
3076,J. Andersen,2,5,43.0,80.0,18.5,11.011904761904763,0,0,6
1106,M. Dárdai,1,2,7.0,75.0,3.5,2.671875,0,0,6
1444,C. Führich,2,3,25.0,77.5,12.5,9.601315789473684,0,0,8
1846,22 J. Larsson,1,1,1.0,68.5,1.5,1.5,0,0,5
2032,Pedro Chirivella,2,3,20.0,76.0,6.0,3.815,0,0,7
331,A. Mac Allister,3,6,130.0,85.0,54.5,21.95926829268293,0,1,6
359,C. Volpato,1,1,5.0,77.0,3.6,9.007142857142856,0,0,3
1915,23 K. Velasco,1,1,5.0,76.5,7.5,7.5,0,0,5
486,D. Raum,2,3,51.0,81.5,25.5,28.642857142857142,0,0,6
1187,S. Mijnans,1,1,9.0,77.0,6.5,5.2823529411764705,0,0,6
13,V. Gyökeres,1,3,22.0,84.5,45.0,18.677272727272726,0,0,6
3301,M. Dæhli,1,4,4.0,69.0,1.4,0.902142857142857,0,0,4
3558,S. Ngambia Dzonga,1,0,0.5,61.5,0.23,0.6849999999999999,0,0,4
2427,O. Faraj,1,0,2.0,69.5,1.3,1.0550000000000002,0,0,4
4172,L. Blum,1,2,6.0,72.5,2.6,2.7222222222222223,0,1,6
3408,23 G. Cameron,2,1,2.0,68.0,0.22,4.706428571428572,0,0,2
1610,23 P. Jones,2,2,44.0,70.0,1.3,15.333870967741936,0,0,13
2226,S. Coates,3,6,18.0,81.0,16.5,18.677272727272726,0,0,9
757,M. Bakker,1,2,27.0,75.5,4.3,16.893055555555556,0,0,5
1063,M. Hummels,3,7,66.0,84.0,13.5,21.90416666666667,0,1,6
90,D. Szoboszlai,2,7,100.0,83.5,39.5,21.95926829268293,0,1,6
84,M. O'Riley,1,7,48.0,81.5,28.5,5.626785714285714,0,0,6
4578,M. Al Bishi,1,0,3.0,63.5,0.5,0.7333333333333334,0,0,3
4154,N. Sadiki,1,0,1.0,72.0,1.6,3.163888888888889,0,0,5
3386,T. Deeney,2,2,4.0,65.0,0.3,0.43,0,0,2
966,A. Gouiri,2,4,45.0,79.5,19.0,8.405555555555557,0,0,6
4860,R. Nuñez,1,0,0.5,65.5,0.7,1.1333333333333333,0,0,4
4148,O. Tanner,1,1,2.0,65.0,0.65,1.8833333333333335,0,0,6
4183,B. Conté,1,0,3.0,67.5,0.575,7.265625,0,0,4
59,E. Camavinga,3,5,135.0,86.5,71.5,37.88035714285714,0,0,9
4278,P. Vaca,1,0,0.5,69.0,1.5,1.1179999999999999,0,0,9
1918,F. Ranocchia,1,1,3.0,75.5,4.2,2.914285714285714,0,0,5
1976,G. Larsonneur,1,2,6.0,74.5,3.1,2.4805555555555556,0,0,3
3947,23 J. Copland,1,0,0.5,57.5,0.12,0.4385714285714286,0,0,2
4283,Marcus Vinicius,1,0,5.0,67.5,1.2,0.8911111111111111,0,0,2
4151,M. Albayrak,1,0,1.0,60.0,0.24,0.44800000000000006,0,0,3
4837,G. Tapia,1,1,3.0,71.0,2.3,2.3857142857142857,0,0,6
2688,E. Fereira,1,1,0.5,70.5,2.0,2.0,0,0,2
1673,G. Ranos,1,0,4.0,71.5,1.3,7.861666666666666,0,0,5
4728,L. Lokotsch,1,2,0.9,65.0,0.775,0.6841666666666667,0,0,3
5012,A. Méndez,1,0,2.0,72.5,2.7,1.8071428571428572,0,0,4
4789,L. Le Roux,1,2,2.0,69.5,1.5,1.22,0,0,4
439,P. Solari,1,2,16.0,77.5,8.5,4.885714285714286,0,0,6
2488,A. Al Hamadi,1,0,4.0,68.0,1.3,3.05,0,0,5
3575,A. Vargas,1,0,0.75,54.5,0.1,0.39625,0,0,3
477,Robert Sánchez,1,2,71.0,80.5,18.0,17.2421875,0,0,8
4815,S. Ramírez,1,0,2.0,66.0,0.9,3.9,0,0,6
1117,T. Arokodare,1,0,12.0,75.0,3.8,4.861538461538462,0,0,5
715,L. Advíncula,1,4,17.0,76.0,3.9,5.307142857142857,0,0,4
2074,L. Marković,2,2,10.0,71.0,1.8,1.5,0,0,3
3658,A. Servian,1,0,0.5,64.5,0.325,0.325,0,0,6
2741,M. Meyerhöfer,1,1,5.0,69.0,1.3,1.65625,0,0,7
4744,V. Lobry,1,2,4.0,68.0,1.2,1.2249999999999999,0,0,1
2054,Nélson Semedo,2,1,68.0,79.0,15.5,8.334999999999999,1,0,6
1372,F. Missori,1,0,1.0,70.5,1.0,9.007142857142856,0,0,3
4601,F. Ysique,1,3,0.5,68.5,1.2,1.4,0,0,7
3652,Junior Zé,1,0,0.5,70.0,0.675,1.7571428571428573,0,0,3
3926,23 H. Jangra,1,0,0.5,57.5,0.13,0.14500000000000002,0,0,5
2756,Daniel Rebollo,1,1,2.0,71.0,2.0,1.845,0,0,4
3228,M. Livaja,1,3,1.0,75.0,5.5,5.2,0,0,7
3260,Romarinho,2,5,39.0,77.0,8.5,11.777777777777779,0,0,7
391,E. Loiodice,1,1,17.0,79.5,12.5,10.990909090909092,0,0,6
2268,J. McConnell,1,0,6.0,70.0,1.1,21.95926829268293,0,0,2
2911,T. Muyumba,1,0,2.0,67.0,0.95,9.6675,0,0,5
1238,M. Tavernier,1,3,38.0,77.5,10.0,8.123809523809523,0,0,7
58,G. Scalvini,1,2,22.0,82.0,21.0,16.893055555555556,0,0,7
568,Adrià Pedrosa,1,3,22.0,77.5,9.0,10.485,0,0,6
4871,21 L. Kovács,1,0,2.0,61.5,0.275,0.275,0,0,3
4438,L. Cameron,1,3,1.0,69.0,1.2,0.875,0,0,8
3526,W. Chavez,1,0,0.5,65.0,0.5,0.7999999999999999,0,0,8
4285,22 P. Bennevendo,1,0,2.0,65.0,0.7,0.6,0,0,5
2751,S. Mulattieri,1,1,9.0,74.5,3.6,9.007142857142856,0,0,6
26,K. Mainoo,1,3,16.0,79.5,5.0,15.333870967741936,0,0,6
4314,Bernardo Vital,1,0,6.0,75.0,3.4,2.1305555555555555,0,0,6
4300,M. Al Qahtani,1,0,5.0,67.5,0.8,23.802,0,0,5
1897,F. Winther,1,1,1.0,69.0,1.2,1.225,0,0,4
3231,J. Wallace,1,1,31.0,74.0,4.1,1.926923076923077,0,0,5
1293,T. Mings,2,6,76.0,79.0,14.5,15.68148148148148,0,0,8
4237,Hugo Álvarez,1,0,3.0,70.5,1.1,6.904411764705882,0,0,5
1173,Ibañez,2,3,34.0,82.0,27.0,15.2125,0,0,5
1136,S. Perkins,1,0,4.0,69.0,0.625,5.6796875,0,0,4
1626,23 J. Murillo,2,1,9.0,69.0,1.1,1.7194444444444446,0,0,4
717,S. Gnabry,3,3,82.0,83.0,38.5,35.721875000000004,1,0,10
1748,Y. Chacón,1,3,0.5,73.0,2.6,1.365,0,0,5
1025,E. Buendía,2,5,83.0,79.0,19.0,15.68148148148148,0,0,6
2432,R. Yamamoto,1,0,3.0,68.5,1.4,2.397727272727273,0,0,3
588,T. Tessmann,1,4,2.0,76.0,4.0,1.8714285714285714,0,0,5
3286,J. Cillessen,2,2,10.0,77.0,1.8,2.375,0,0,4
1854,D. Simeu,1,0,5.0,66.5,0.825,2.775,0,0,4
1477,M. Aké,1,0,4.0,72.5,2.8,1.7166666666666668,0,0,4
4932,E. Ochoa,1,0,0.5,68.0,0.5,2.1824999999999997,0,0,5
4948,A. Andrade,1,1,10.0,72.0,2.1,2.4,0,0,5
4828,23 V. Vakula,1,0,0.5,67.5,1.1,4.39375,0,0,6
4795,23 T. Borbas,1,0,0.5,77.5,5.0,4.885714285714286,0,0,4
3699,B. Darboe,1,0,0.5,67.0,0.45,5.517857142857143,0,0,4
4134,A. Vera,1,0,0.5,72.0,1.2,4.885714285714286,0,0,2
2556,J. Beck,1,0,0.85,68.5,0.625,0.7591666666666667,0,0,4
855,Samú Costa,1,4,17.0,78.0,9.0,10.2875,0,0,6
3056,J. Fulton,1,1,18.0,71.0,1.6,2.2916666666666665,0,0,13
4487,P. Vite,1,1,2.0,71.0,2.3,2.4704545454545457,0,0,5
4436,D. Proper,1,1,6.0,75.5,4.5,2.375,0,0,6
1737,P. Charles,1,0,0.5,64.0,0.325,1.16875,0,0,4
774,Eom Ji Sung,1,3,3.0,75.5,3.6,1.5175,0,0,7
859,O. Marmoush,1,2,37.0,79.5,19.5,8.80952380952381,0,0,5
1785,C. Setford,1,0,0.75,70.0,0.625,7.7056818181818185,0,0,8
3529,Iñaki González,1,0,2.0,70.5,1.5,10.990909090909092,0,0,2
819,M. Senesi,2,2,40.0,77.0,8.0,8.123809523809523,0,0,5
3621,T. Louchet,1,0,9.0,71.5,1.9,10.02763157894737,0,0,6
1650,17 F. Totti,3,4,60.0,80.0,1.5,14.482000000000001,0,0,25
3156,A. Rusnák,1,4,8.0,73.0,3.1,3.067857142857143,0,0,3
455,O. Bobb,1,3,24.0,75.0,2.9,42.38637931034482,0,0,11
52,K. Thuram,2,3,38.0,80.5,21.5,10.02763157894737,0,0,7
1806,A. Pantea,1,2,3.0,71.0,2.1,2.3291666666666666,0,0,7
3932,M. Pérez,1,0,2.0,64.5,0.525,1.1083333333333334,0,0,4
20,A. Güler,1,7,41.0,82.5,22.0,37.88035714285714,0,0,7
3402,J. Chester,1,1,3.0,64.0,0.19,0.32,0,0,2
194,Fran García,2,4,100.0,81.5,27.0,37.88035714285714,0,0,5
1213,L. García,1,3,2.0,79.5,19.0,6.325,0,0,9
3262,D. Siovas,1,5,9.0,71.0,0.6,1.94,0,0,3
1086,B. Davies,2,2,65.0,77.0,8.5,25.79090909090909,0,0,12
1346,O. Stange,1,0,0.9,67.0,0.425,2.03,0,0,6
1217,Matheus Reis,1,4,15.0,78.5,13.5,18.677272727272726,0,0,6
2312,M. Araya,1,0,0.5,67.5,0.75,0.75,0,0,3
4032,Duk,1,5,5.0,73.5,3.2,2.096875,0,0,4
4023,Lucas Flores,1,0,0.9,66.5,0.75,2.2464285714285714,0,0,4
1454,J. Łabojko,1,0,1.0,68.0,1.1,0.8375,0,0,4
5010,Kim Ju Kong,1,0,2.0,63.0,0.5,0.5,0,0,6
2341,M. Abdulrahman,1,0,3.0,63.5,0.375,7.784999999999999,0,0,8
3016,R. Wintle,1,1,8.0,71.0,1.7,1.8833333333333335,0,0,4
3663,K. Donoghue,1,0,0.5,62.0,0.25,0.163,0,0,6
2627,Y. Ndayishimiye,1,0,30.0,78.5,10.5,10.02763157894737,0,0,5
3379,19 D. Pudil,1,2,10.0,68.0,0.525,1.16875,0,0,4
3321,A. McCarthy,1,0,20.0,71.0,0.6,2.775,0,0,10
3880,E. Naustdal,1,0,0.5,62.0,0.23,0.39,0,0,4
2096,Y. Tielemans,2,5,95.0,81.5,30.0,15.68148148148148,0,0,5
1756,A. Costa,1,3,9.0,74.0,3.1,2.6,0,0,6
4751,M. Guilavogui,1,1,24.0,73.5,3.1,11.217857142857143,0,0,5
4766,G. Cangiano,1,0,4.0,65.5,0.55,9.726470588235294,0,0,6
1735,R. Owusu-Oduro,1,0,0.5,73.0,1.6,5.2823529411764705,0,0,9
1809,S. Diomandé,1,1,21.0,75.0,4.0,7.2823529411764705,0,0,7
2271,Rodri Mendoza,1,0,0.8,71.0,1.2,1.625,0,0,3
1970,23 K. Leshabela,1,1,9.0,62.5,0.45,4.782291666666667,0,0,7
585,K. Paredes,1,0,21.0,77.0,5.0,11.129166666666666,0,0,5
4375,Imanol,1,2,11.0,74.5,3.4,17.104347826086954,0,0,5
360,N. Weiper,1,0,3.0,76.0,2.4,5.7942307692307695,0,0,4
603,Y. Asprilla,1,2,12.0,75.5,3.4,1.6838888888888888,0,0,5
2877,Oriol Busquets,1,0,2.0,69.5,1.4,2.875,0,0,4
1727,A. Al Jassim,1,0,4.0,56.5,0.18,1.5925,0,0,8
4045,J. El Abdellaoui,1,1,0.5,68.0,0.55,0.6964285714285714,0,0,5
4644,Andrés Borge,1,0,2.0,70.5,1.5,1.845,0,0,8
689,M. Vitík,1,0,0.7,78.5,10.5,6.744642857142857,0,0,8
4451,A. Busch,1,0,2.0,72.0,1.6,1.5325,0,0,6
1599,W. Szczęsny,3,3,125.0,86.0,22.0,19.266666666666666,0,0,9
3012,L. Haraslín,1,4,1.0,78.0,15.0,6.744642857142857,0,0,5
468,R. De Paul,3,5,85.0,84.0,41.0,20.312037037037037,0,0,6
1315,M. Jurásek,1,1,0.7,77.0,6.5,5.066666666666666,0,0,6
1147,M. Nasti,1,0,0.85,70.0,1.4,1.0150000000000001,0,0,6
1686,M. Courcoul,1,0,0.5,67.0,0.475,1.6458333333333333,0,0,4
2334,M. Lechowicz,1,0,0.5,60.0,0.23,0.615,0,0,4
1222,J. Bijlow,2,2,13.0,79.5,14.5,11.984210526315788,0,0,12
1714,S. Nwankwo,1,0,0.55,69.5,0.95,0.7208333333333333,0,0,3
2080,L. Vigouroux,1,0,9.0,65.0,0.5,4.2375,0,0,4
4381,I. Baldé,1,1,6.0,66.5,0.95,11.217857142857143,0,0,4
2145,J. Murphy,1,1,6.0,68.0,1.2,1.0166666666666666,0,0,3
1099,M. Jeng,1,0,0.5,69.0,0.875,0.915,0,0,6
3493,C. Sherpa,1,0,0.5,54.0,0.11,0.11,0,0,3
4713,23 L. Poznański,1,0,1.0,65.5,0.7,0.9,0,0,1
4726,Cedric Teguía,1,1,8.0,71.5,1.8,20.312037037037037,0,0,5
795,F. Terracciano,1,2,24.0,76.5,4.1,27.33409090909091,0,0,5
3095,D. Bouanga,2,8,14.0,80.0,21.0,5.517857142857143,0,0,7
4916,Huang Ruifeng,1,0,2.0,62.5,0.45,1.375,0,0,4
4164,J. Bakke,1,0,0.7,66.0,0.525,0.902142857142857,0,0,4
557,Filipe Relvas,1,3,7.0,76.5,6.0,2.015909090909091,0,0,7
4935,21 D. Pazmiño,1,0,0.5,66.0,0.725,0.725,0,0,6
5015,R. McAlear,1,0,2.0,60.5,0.325,0.325,0,0,3
315,L. Modrić,4,7,175.0,86.0,21.5,37.88035714285714,0,1,13
1604,C. Smalling,3,4,88.0,84.0,20.0,14.482000000000001,0,0,6
926,A. Nagalo,1,4,6.0,76.5,3.8,2.15625,0,0,7
2181,22 S. Agüero,4,2,260.0,87.0,51.0,30.885714285714283,1,0,3
1035,D. Lukébakio,2,2,33.0,79.5,21.0,10.485,0,0,6
3620,L. Raimund,1,0,2.0,69.0,0.925,9.601315789473684,0,0,4
602,G. Fabbian,1,2,16.0,77.5,5.0,9.726470588235294,0,0,6
3711,Hevertton,1,0,4.0,72.5,2.6,1.34375,0,0,3
1103,A. Bedfian,1,0,0.5,71.5,0.9,1.45625,0,0,3
3400,22 A. Kolarov,3,3,52.0,77.0,3.2,31.868055555555557,0,0,3
1592,23 A. Taarabt,2,4,13.0,75.0,3.5,16.650000000000002,0,0,9
67,J. Musiala,3,5,79.0,89.5,134.5,35.721875000000004,0,1,7
4869,L. Tramoni,1,1,2.0,72.0,2.2,2.2,0,0,5
157,Miguel Gutiérrez,1,1,21.0,81.5,25.0,17.965,0,0,6
2005,C. Früchtl,1,4,5.0,72.0,1.8,1.325,0,0,4
3638,L. Trickett,1,0,0.7,59.0,0.18,0.263,0,0,3
1959,R. Taylor,1,2,7.0,71.0,1.9,7.71875,0,0,3
1980,E. Riis,1,1,26.0,74.0,3.3,1.2520833333333332,0,0,6
3044,B. Heynen,1,6,18.0,77.5,12.5,4.861538461538462,0,0,13
4243,22 H. Nakahara,1,1,2.0,65.5,0.875,0.875,0,0,3
4942,M. Juwara,1,0,2.0,70.0,1.6,1.6,0,0,4
1648,J. Quintero,2,4,20.0,77.0,10.0,4.74375,0,0,3
3318,T. Vilhena,2,3,0.95,75.0,5.5,5.2,0,0,5
344,Douglas Luiz,2,6,100.0,83.0,38.0,15.68148148148148,0,0,8
1352,K. Lund Hansen,1,1,2.0,75.0,3.4,2.914285714285714,0,0,5
3837,S. Thorstensen,1,0,0.5,64.5,0.325,0.6964285714285714,0,0,4
442,A. Knauff,2,1,25.0,78.5,11.5,8.80952380952381,0,0,5
4739,M. Biron,1,1,12.0,71.0,2.0,1.4125,0,0,4
4379,K. Ehibhatiomhan,1,1,2.0,68.0,1.3,1.0074999999999998,0,0,4
2205,A. Vidal,4,2,11.0,77.0,3.3,2.4916666666666667,1,0,1
4019,M. O'Neill,1,1,3.0,67.5,0.575,1.2520833333333332,0,0,3
1636,B. Samba,1,4,40.0,82.5,23.5,11.217857142857143,0,0,7
4572,22 Y. Kitajima,1,0,0.65,61.5,0.325,0.325,0,0,5
505,V. Gómez,1,0,7.0,76.5,3.8,2.8899999999999997,0,0,5
4863,21 S. Manríquez,1,0,2.0,64.0,0.475,1.1583333333333334,0,0,1
3904,M. Milovanović,1,1,7.0,73.0,2.6,6.7375,0,0,7
18,João Neves,1,2,5.0,82.5,22.0,16.650000000000002,0,0,7
3213,J. Okore,2,5,11.0,71.0,1.5,1.5,0,0,7
2248,N. O'Reilly,1,1,6.0,70.5,0.825,42.38637931034482,0,0,4
646,K. Diatta,1,2,36.0,76.5,7.5,13.135,0,0,5
3141,S. Adekugbe,1,2,4.0,69.0,1.3,2.4704545454545457,0,0,2
1930,Melendo,1,4,19.0,77.0,9.5,4.322222222222222,0,0,4
772,Mingueza,1,3,17.0,77.5,8.0,6.904411764705882,0,0,5
47,Alejandro Garnacho,1,4,53.0,82.0,23.0,15.333870967741936,0,0,8
3701,A. Tutyškinas,1,0,0.55,64.5,0.6,0.55,0,0,4
2856,P. Dárdai,1,0,6.0,71.0,2.0,2.671875,0,0,4
4526,A. Ferguson,1,0,0.7,62.0,0.22,0.6175,0,0,6
1929,F. Ugrinic,1,4,18.0,76.5,6.5,2.7222222222222223,0,0,5
4113,22 S. Mather,1,0,2.0,69.5,0.7,15.333870967741936,0,0,4
4028,V. Byskov,1,0,1.0,68.5,0.625,2.290625,0,0,6
3542,E. Furaha,1,0,0.5,67.0,0.4,0.6333333333333333,0,0,3
1485,Tiago Djaló,1,2,61.0,79.0,11.0,19.266666666666666,0,0,3
4539,G. Olzer,1,1,0.8,64.5,0.55,1.08,0,0,4
3144,E. Gyasi,1,1,10.0,72.0,2.3,3.634375,0,0,3
1773,C. Riedel,1,0,5.0,74.0,2.7,1.8275,0,0,6
2774,P. Owusu,1,0,2.0,65.5,0.85,3.875,0,0,2
3809,T. Murray,1,0,0.85,62.0,0.35,0.725,0,0,2
4742,J. Hawkins,1,2,1.0,69.0,1.2,0.835,0,0,3
2945,N. Holland,1,2,3.0,62.5,0.475,0.43,0,0,3
1743,A. Przyborek,1,0,0.5,70.5,0.825,1.3083333333333333,0,0,5
3110,C. Rius,1,0,7.0,69.0,0.65,1.0333333333333334,0,0,2
2705,U. Godwin-Malife,1,1,2.0,64.0,0.525,0.4385714285714286,0,0,3
1637,B. Mendy,2,2,16.0,72.0,2.1,4.033333333333333,0,0,3
3319,A. Florenzi,3,3,45.0,75.0,3.9,27.33409090909091,1,0,4
3514,17 C. Bermúdez,1,0,9.0,72.0,2.0,1.4875,0,0,2
1045,T. Chong,1,1,28.0,74.5,3.5,3.1134615384615385,0,0,5
1211,L. Pellegrini,2,5,88.0,83.0,38.5,14.482000000000001,0,0,10
1252,D. Welbeck,2,2,69.0,75.0,4.6,7.848958333333333,0,0,7
3059,A. Cubas,1,1,8.0,74.5,4.3,2.4704545454545457,0,0,5
1010,W. Zimmerman,2,3,8.0,75.0,4.6,2.375,0,0,5
3581,Ian Forns,1,0,1.0,71.0,1.3,3.5200000000000005,0,0,4
1627,R. Freuler,2,0,35.0,79.0,12.5,9.726470588235294,0,0,2
2461,23 M. Scott,1,0,0.5,52.0,0.06,0.163,0,0,4
3072,A. Leya Iseka,1,1,4.0,66.5,0.95,0.76,0,0,5
2302,E. Gökay,1,0,0.5,67.5,0.5,0.44800000000000006,0,0,4
3005,J. Jankto,2,0,18.0,72.0,2.5,3.9475000000000002,0,0,3
2675,I. Jones,1,1,18.0,74.5,3.5,3.15,0,0,9
1260,N. Redmond,2,3,41.0,74.0,4.1,4.2375,0,0,3
5047,R. Neshcheret,1,0,0.5,70.0,1.4,5.307142857142857,0,0,9
2348,Marco Moreno,1,1,6.0,67.5,0.825,20.312037037037037,0,0,4
1885,F. Ortega,1,2,11.0,77.5,8.0,2.8899999999999997,0,0,8
128,Pablo Barrios,1,1,32.0,81.0,16.5,20.312037037037037,0,0,7
4861,J. Carabalí,1,1,0.5,67.5,1.1,1.1179999999999999,0,0,1
1054,K. Kosugi,1,0,0.5,65.0,0.4,1.4750000000000003,0,0,3
4583,23 M. Gullit,1,0,1.0,65.0,0.525,0.525,0,0,3
110,A. Griezmann,5,8,135.0,88.0,74.0,20.312037037037037,1,1,5
1257,Villalibre,1,1,21.0,74.0,3.9,17.104347826086954,0,0,11
1105,A. Johnston,1,5,36.0,77.0,7.5,5.626785714285714,0,0,5
2894,N. Kühn,1,3,33.0,74.5,3.5,5.626785714285714,0,0,6
1925,C. Sánchez,1,1,2.0,70.0,1.6,2.45,0,0,10
2833,L. Moser,1,0,2.0,70.5,1.7,1.1199999999999999,0,0,4
1541,N. Stanciu,2,6,24.0,77.0,10.0,6.6,0,0,3
2434,Matheus Pereira,1,0,2.0,72.5,2.6,1.8071428571428572,0,0,4
4343,Torrente,1,1,10.0,75.5,4.4,4.322222222222222,0,0,5
2699,K. Serna,1,0,0.5,67.5,1.2,0.905,0,0,4
4716,Pep Chavarría,1,3,11.0,72.5,2.3,8.58392857142857,0,0,6
2055,M. Vojvoda,1,3,29.0,72.0,2.4,12.97272727272727,0,0,6
2853,C. Ejuke,1,7,26.0,75.5,6.5,3.627083333333333,0,0,5
1845,Abdu Conté,1,1,3.0,69.5,1.5,1.9300000000000002,0,0,5
4960,M. Brunori,1,4,6.0,74.0,4.3,2.914285714285714,0,0,6
4386,B. Al Sayali,1,0,3.0,62.5,0.375,0.375,0,0,4
4249,23 J. Benitez,1,0,0.5,59.0,0.15,2.1816666666666666,0,0,4
2970,R. Ito,1,1,7.0,70.0,1.7,2.397727272727273,0,0,3
1301,18 J. Terry,3,2,30.0,76.0,1.0,15.68148148148148,0,0,2
2132,T. Geyer,1,1,0.65,64.0,0.375,0.6246153846153846,0,0,6
1685,Tomé Sousa,1,0,0.5,71.0,0.7,2.167857142857143,0,0,4
466,A. Rabiot,2,4,150.0,84.0,42.0,19.266666666666666,0,0,6
4894,B. Palacios,1,3,0.5,69.5,1.6,1.6,0,0,1
1016,H. Wilson,1,2,63.0,75.0,6.0,6.167105263157895,0,0,6
1263,J. Oblak,4,2,90.0,88.0,61.0,20.312037037037037,1,0,15
3551,V. Froholdt,1,0,0.5,65.0,0.325,2.567857142857143,0,0,3
2506,H. Skogvold,1,0,0.5,66.0,0.525,0.6333333333333333,0,0,6
3060,Pleguezuelo,1,1,7.0,69.0,1.3,1.0725,0,0,3
3477,18 A. Pirlo,4,4,8.0,77.0,2.2,2.4272727272727272,0,0,3
767,Oscar,3,8,25.0,77.0,8.5,5.64,0,0,8
1394,Iker Losada,1,1,5.0,76.5,5.5,3.45,0,0,2
1030,C. Carter-Vickers,1,6,45.0,79.0,13.0,5.626785714285714,0,0,8
3905,Kikín,1,0,4.0,69.5,1.1,4.890909090909091,0,0,3
1348,İ. Yüksek,1,3,22.0,76.5,6.0,10.398863636363636,0,0,8
5036,N. Pavan,1,1,1.0,67.0,0.825,1.4749999999999999,0,0,6
2249,Eguinaldo,1,0,0.5,73.5,2.0,4.39375,0,0,6
1857,C. Richards,1,0,29.0,78.0,9.5,11.011904761904763,0,0,6
1512,C. Ünder,2,4,35.0,77.5,12.5,10.398863636363636,0,0,5
1709,B. Andresen,1,0,3.0,63.5,0.425,2.03,0,0,3
3426,12 Rodri,1,0,2.0,61.0,0.07,0.07,0,0,6
354,L. Krejčí,1,3,0.95,80.5,19.5,6.744642857142857,0,0,7
3066,J. Thomasen,1,1,1.0,64.0,0.625,0.844375,0,0,3
2213,Rafael Tolói,2,3,48.0,79.0,11.5,16.893055555555556,0,0,11
4621,E. Ahlstrand,1,1,4.0,69.5,1.6,1.7333333333333334,0,0,1
1543,L. Garritano,1,3,10.0,72.0,2.3,2.16,0,0,4
876,R. Varane,3,3,135.0,83.0,30.0,15.333870967741936,1,0,4
4937,22 B. Palacios,1,0,0.5,64.5,0.7,0.975,0,0,4
2209,19 Ramires,3,2,30.0,80.0,10.0,10.0,0,0,1
2597,C. Clark,1,3,2.0,70.5,1.4,2.624090909090909,0,0,2
2297,K. Hlynsson,1,2,4.0,76.0,3.3,7.7056818181818185,0,0,7
4717,Y. Cimignani,1,1,3.0,73.5,3.1,0.7600000000000001,0,0,5
3028,H. Moukoudi,1,1,1.0,77.5,9.0,6.325,0,0,5
884,M. Cornet,2,3,57.0,76.0,8.0,13.74423076923077,0,0,6
4026,A. Oyono,1,1,3.0,70.5,1.8,2.16,0,0,6
490,T. Reijnders,1,6,60.0,82.5,31.5,27.33409090909091,0,0,6
3433,V. Găman,1,4,2.0,66.0,0.275,1.0375,0,0,3
4645,23 C. Barker,1,0,1.0,62.5,0.425,1.00625,0,0,4
4490,A. McNally,1,1,0.5,58.0,0.19,0.25125000000000003,0,0,3
3657,B. Al Doaa,1,0,1.0,58.5,0.12,7.784999999999999,0,0,4
1142,S. Ngoma,1,3,0.5,68.5,0.65,2.2066666666666666,0,0,4
822,A. Guðmundsson,1,3,34.0,79.5,21.0,7.8950000000000005,0,0,6
492,E. Elmas,2,3,48.0,82.0,27.5,28.642857142857142,0,0,5
665,D. Livaković,3,3,38.0,83.0,26.0,10.398863636363636,0,0,6
4669,J. Che,1,0,2.0,74.0,2.1,2.215625,0,0,3
3528,C. Bischoff,1,0,0.5,67.5,0.425,2.215625,0,0,3
990,E. Simms,1,1,25.0,75.0,4.2,4.1375,0,0,5
327,M. Kean,2,2,86.0,81.0,22.5,19.266666666666666,0,0,3
4382,23 M. Cabrera,1,0,0.5,67.5,1.2,21.95926829268293,0,0,1
139,N. Jackson,1,1,89.0,81.0,23.0,17.2421875,0,0,9
3512,15 Albert Riera,2,1,35.0,74.0,2.4,10.2875,0,0,2
2622,23 C. Coşkun,1,1,0.6,65.5,0.75,0.75,0,0,4
4412,K. Matuszewski,1,0,0.65,67.5,1.0,0.615,0,0,4
250,Pedro Porro,2,4,80.0,83.5,38.5,25.79090909090909,0,0,6
